Hotel_Name,Property_type,Room_type,Bed_type,Min_nights,Max_nights,No_of_reviews,Accomodates,Bedrooms,Beds,Bathrooms,Price,Security_deposit,Cleaning_fee,Guests,Host_name,Host_location,Host_response,Host_total_listings,Street,Suburb,Gov_area,Market,Country,Coun_code,Longitude,Latitude,Availability_30,Availability_60,Availability_90,Availability_365,Accuracy_score,Clean_score,Checkin_score,Communication_score,Location_score,Value_score,Rating
46E Tanford Western Style 2 bedroom apartment,Entire home/apt,Entire home/apt,Real Bed,28,180,0,4,2,2,1,848,8000,0,1,Travina,Hong Kong,90,10,"Hong Kong, New Territories, Hong Kong",,Islands,Hong Kong,Hong Kong,HK,113.9522,22.29421,23,53,83,358,0,0,0,0,0,0,0
Beautiful Flat with Private Terrace in Barceloneta,Entire home/apt,Entire home/apt,Real Bed,31,1125,2,4,1,1,1,55,600,50,1,Raluca,"Timișoara, Timiș County, Romania",0,1,"Barcelona, Catalunya, Spain",La Barceloneta,la Barceloneta,Barcelona,Spain,ES,2.19151,41.38024,1,31,61,61,10,10,10,10,10,10,100
"CALABRIA, central, large, 4 bedrooms",Entire home/apt,Entire home/apt,Real Bed,1,1125,40,8,4,7,2,92,200,40,3,Luis,"Barcelona, Catalonia, Spain",100,41,"Barcelona, Barcelona, Spain",Sant Antoni,Sant Antoni,Barcelona,Spain,ES,2.15476,41.379,9,23,46,252,9,9,9,9,9,9,84
"Luxury PRIVATE room on Gracia, 2min from everythng",Private room,Private room,Real Bed,1,1125,0,2,0,2,1,99,0,10,1,Renat,"Los Angeles, California, United States",0,2,"Barcelona, Catalunya, Spain",Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,2.1621,41.39583,0,0,0,0,0,0,0,0,0,0,0
"Very Central, Cosy Flat in Şişli İstanbul!",Entire home/apt,Entire home/apt,Real Bed,5,20,0,4,2,2,1,211,0,179,1,Önder Said,İstanbul,100,1,"Şişli, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,28.98674,41.05469,0,0,0,0,0,0,0,0,0,0,0
Apartamento aconchegante Copacabana,Entire home/apt,Entire home/apt,Real Bed,2,60,0,6,2,3,1,291,350,150,6,Camila,BR,0,1,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,-43.1853585947234,-22.966888992279614,0,0,0,0,0,0,0,0,0,0,0
Discount! Large apartment in Montréal,Entire home/apt,Entire home/apt,Real Bed,4,10,1,6,4,5,2,156,0,60,1,Paschale,"Montreal, Quebec, Canada",0,1,"Montréal, Québec, Canada",Old Rosemont,Rosemont-La Petite-Patrie,Montreal,Canada,CA,-73.59178,45.55179,27,57,87,87,10,10,10,10,10,10,100
Single Sweaty Room 2 stop from Grand Pazar,Private room,Private room,Real Bed,1,1125,0,1,1,1,1,311,0,0,1,Tarek,"Istanbul, İstanbul, Turkey",100,8,"Fatih, İstanbul, Turkey",Fatih,Fatih,Istanbul,Turkey,TR,28.95387,41.011,30,60,90,365,0,0,0,0,0,0,0
2458 - AB Park Güell Apartment 4-3 - Wonderful 3-Bedroom Apartment near Park Güell with a Balcony,Entire home/apt,Entire home/apt,Real Bed,3,330,15,8,3,7,2,350,150,130,8,Eva&Jacques,"Barcelona, Catalonia, Spain",99,203,"BARCELONA, city, Spain",Horta-Guinardó,el Carmel,Barcelona,Spain,ES,2.15653,41.41861,8,20,38,288,9,9,9,9,8,8,87
Roulotte Boler vintage pour du camping autrement,Entire home/apt,Entire home/apt,Real Bed,2,1125,1,3,0,2,0,70,0,0,1,David,"Montreal, Québec, Canada",0,2,"Montréal, Québec, Canada",Rosemont-La Petite-Patrie,Rosemont-La Petite-Patrie,Montreal,Canada,CA,-73.57634,45.55347,0,0,0,0,10,10,10,10,10,10,100
Good room,Private room,Private room,Real Bed,1,1125,3,1,1,1,1,13,0,0,1,Ahmed,"Montreal, Quebec, Canada",0,1,"Montréal, Québec, Canada",Mercier-Hochelaga-Maisonneuve,Mercier-Hochelaga-Maisonneuve,Montreal,Canada,CA,-73.53462,45.57883,29,59,89,179,9,10,10,10,10,10,100
Spacious Contemporary Home with Pool,Entire home/apt,Entire home/apt,Real Bed,14,24,1,6,3,3,3,395,500,120,1,Kerri,"Kingsford, New South Wales, Australia",0,1,"Kingsford, NSW, Australia",Kingsford,Randwick,Sydney,Australia,AU,151.2337,-33.93401,0,0,0,0,10,8,10,6,10,8,100
Comfortable Flat in İstanbul,Private room,Private room,Real Bed,4,30,0,1,1,1,2,105,0,0,1,Utku,"Antalya, Antalya, Turkey",0,1,"Kağıthane, İstanbul, Turkey",Şişli,Kagithane,Istanbul,Turkey,TR,28.99931,41.08107,0,0,0,0,0,0,0,0,0,0,0
KS RESIDENCE - Apt Completo p/ 3 pessoas,Entire home/apt,Entire home/apt,Real Bed,1,30,1,3,2,1,2,321,0,0,1,Stephan Oliveira,"Rio de Janeiro, State of Rio de Janeiro, Brazil",10,2,"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,-43.30694704021649,-23.009072925696568,24,54,84,359,10,10,10,10,10,10,100
Cozy Nest Stunning Bathroom Near OldPort & DT,Entire home/apt,Entire home/apt,Real Bed,3,28,111,4,1,4,1,75,250,50,1,Tanguy & Uriel,"Montreal, Québec, Canada",100,2,"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Ville-Marie,Montreal,Canada,CA,-73.55818,45.53688,5,19,31,38,10,10,10,10,9,10,96
One-Bedroom Apartment with Balcony,Entire home/apt,Entire home/apt,Real Bed,1,1125,8,4,1,3,1,75,0,20,2,Javier,ES,98,23,"barcelona, Catalunya, Spain",La Sagrada Família,la Sagrada Família,Barcelona,Spain,ES,2.17851,41.40943,10,16,32,39,8,8,8,7,9,8,80
The Cov @ Marrickville (the Brooklyn of Sydney),Entire home/apt,Entire home/apt,Real Bed,2,1125,24,4,2,2,1,200,500,120,1,Joy,"Coogee, New South Wales, Australia",100,8,"Marrickville, NSW, Australia",Marrickville,Marrickville,Sydney,Australia,AU,151.1542,-33.91676,13,13,13,72,10,10,10,10,9,9,94
D5.Cozy Private Room for 4 Guest(Private Bathroom),Private room,Private room,Real Bed,1,1125,13,4,1,2,1,2002,0,0,1,Ellen,"Hong Kong, Hong Kong",100,31,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,114.17269,22.2987,7,32,53,144,9,9,10,9,10,10,95
Kutu gibi Ev,Private room,Private room,Real Bed,1,10,3,1,0,1,1,47,0,30,2,Evrim,"Istanbul, İstanbul, Turkey",33,1,"Üsküdar, İstanbul, Turkey",Üsküdar,Uskudar,Istanbul,Turkey,TR,29.01925,41.02515,30,60,90,365,10,8,10,10,10,10,100
Stunning vintage room with AC (old town),Private room,Private room,Real Bed,1,25,202,2,1,1,1,65,0,10,1,Ana & Tony,"Barcelona, Catalonia, Spain",96,2,"Barcelona, Catalunya, Spain",Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Barcelona,Spain,ES,2.18339,41.38499,5,17,32,306,10,10,10,10,10,10,97
Wonderful double-room centrally located,Private room,Private room,Real Bed,2,1125,32,2,1,1,1,26,100,20,1,Victoria & Ivan,"Barcelona, Catalonia, Spain",100,1,"Barcelona, Catalunya, Spain",La Sagrada Família,la Sagrada Família,Barcelona,Spain,ES,2.17691,41.40525,25,55,82,107,9,10,10,10,10,10,94
1 Bed Apartment with oceans views near Manly,Entire home/apt,Entire home/apt,Real Bed,3,1125,8,3,1,2,1,129,0,60,2,Brigitte,AU,0,1,"North Curl Curl, NSW, Australia",,Warringah,Sydney,Australia,AU,151.28567,-33.75922,4,34,64,339,9,8,10,10,9,9,89
Metro Vilar Suites Vilar do Pinheiro,Private room,Private room,Real Bed,3,1125,0,5,1,4,1,85,0,0,1,Metro Vilar,PT,0,1,"Vilar de Pinheiro, Porto, Portugal",,Vilar de Pinheiro,Porto,Portugal,PT,-8.67803,41.26997,30,60,90,365,0,0,0,0,0,0,0
Opposite Langham 10s MK MTR  4ppl,Entire home/apt,Entire home/apt,Real Bed,1,90,30,4,1,3,1,581,798,0,4,Han,HK,100,1,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,114.16752,22.32103,17,47,77,77,9,8,9,10,10,8,85
Bright & spacious 2 bed near Molson Park w/parking,Entire home/apt,Entire home/apt,Real Bed,3,180,37,4,2,2,1,101,0,90,4,Tristan,"Senlis, Picardy, France",100,2,"Montréal, Québec, Canada",Rosemont-La Petite-Patrie,Rosemont-La Petite-Patrie,Montreal,Canada,CA,-73.59176,45.54783,23,53,81,229,10,10,10,10,10,10,97
Hermoso Apartamento SPBP22388,Entire home/apt,Entire home/apt,Real Bed,1,1125,76,6,2,5,1,70,200,65,2,Albert,"Barcelona, Catalonia, Spain",99,20,"Barcelona, Catalunya, Spain",La Sagrada Família,la Sagrada Família,Barcelona,Spain,ES,2.1724,41.40648,9,22,45,246,9,10,10,10,10,9,95
Room for two in prime location in Porto,Private room,Private room,Real Bed,2,15,18,2,1,1,1,30,0,0,2,Teresa E Inês,"Porto, Porto District, Portugal",100,6,"Porto, Porto, Portugal",,Lordelo do Ouro e Massarelos,Porto,Portugal,PT,-8.64037,41.16078,18,40,51,299,10,10,10,10,9,10,100
Light Filled Warehouse Apartment in Surry Hills,Entire home/apt,Entire home/apt,Real Bed,1,90,72,2,0,1,1,129,250,99,1,Annie,"Manly, New South Wales, Australia",100,2,"Surry Hills, NSW, Australia",Surry Hills,Sydney,Sydney,Australia,AU,151.214,-33.87941,7,16,42,76,10,10,10,10,10,10,97
Double room(close to airport and center),Private room,Private room,Real Bed,2,31,7,2,1,1,2,38,0,0,1,Fanny,ES,0,1,"Barcelona, Catalunya, Spain",Sants-Montjuïc,Sants,Barcelona,Spain,ES,2.14085,41.37464,0,0,0,0,9,8,10,9,9,9,86
MONTAGNA HERA HOTEL TRIPLE ROOM,Private room,Private room,Real Bed,1,1125,0,3,1,3,1,269,0,0,1,Taner,TR,100,5,"Şişli, İstanbul, Turkey",Taksim,Sisli,Istanbul,Turkey,TR,28.98182,41.04321,30,60,90,365,0,0,0,0,0,0,0
B&b 1 of 4 | GUESTHOUSE & CAFFÈ,Private room,Private room,Real Bed,1,30,3,2,1,2,1,60,100,5,2,Sérgio,"Porto, Porto District, Portugal",100,6,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,-8.61349,41.14361,30,60,90,365,10,10,9,10,10,10,100
Spacious family-friendly designer flat in Kowloon,Entire home/apt,Entire home/apt,Real Bed,5,14,0,4,2,2,2,754,0,150,1,Anneli,"Hong Kong, Hong Kong",0,1,"Hong Kong, Kowloon, Hong Kong",Sham Shui Po District,Kowloon City,Hong Kong,Hong Kong,HK,114.17491,22.33879,0,0,0,0,0,0,0,0,0,0,0
Alojamento tranquilo perto do Castelo,Private room,Private room,Real Bed,1,28,22,2,1,1,1,30,0,0,1,Maria,PT,100,1,"Aveiro, Aveiro, Portugal",,"Santa Maria da Feira, Travanca, Sanfins e Espargo",Porto,Portugal,PT,-8.54816,40.91385,0,0,1,260,10,10,10,10,9,10,98
Baixa 24 - Room 3,Private room,Private room,Real Bed,1,1125,91,4,1,2,1,34,0,5,2,Mario,"Porto, Porto District, Portugal",100,11,"Porto, Porto, Portugal",,Bonfim,Porto,Portugal,PT,-8.5984,41.14957,12,12,12,119,9,9,9,10,9,9,90
SYDNEY! Great Stay For Holiday,Private room,Private room,Real Bed,2,1125,45,2,1,1,0,43,0,0,2,Daniel & Elena,"Padstow, New South Wales, Australia",100,2,"Padstow, NSW, Australia",Padstow,Bankstown,Sydney,Australia,AU,151.03201,-33.95576,23,53,83,127,9,9,10,10,9,10,93
Superbe 6 pièces sur rue calme du Mile-End,Entire home/apt,Entire home/apt,Real Bed,1,1125,4,4,2,2,1,107,300,60,3,Catherine,"Montreal, Quebec, Canada",0,2,"Montréal, Québec, Canada",Outremont,Outremont,Montreal,Canada,CA,-73.59637,45.51833,0,0,0,0,10,10,10,10,10,10,100
Bright Top Floor Two Rooms Apartment w/ Terrace,Entire home/apt,Entire home/apt,Real Bed,2,1125,0,4,2,2,1,53,250,20,2,Bonfim 234,PT,0,3,"Porto, Porto, Portugal",,Bonfim,Porto,Portugal,PT,-8.59521,41.14905,20,50,72,347,0,0,0,0,0,0,0
Upscale Master Bedroom near Waikiki,Private room,Private room,Real Bed,1,1125,34,2,1,1,1,59,0,50,1,Mike,"Honolulu, Hawaii, United States",100,6,"Honolulu, HI, United States",Nuuanu/Punchbowl,Primary Urban Center,Oahu,United States,US,-157.84189,21.32348,8,19,36,116,10,10,10,10,10,10,98
ReUrban Flats - Santa Catarina #3,Entire home/apt,Entire home/apt,Real Bed,3,1125,7,2,0,1,1,55,0,10,1,Jorge,PT,80,5,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,-8.60509,41.15355,29,59,89,179,10,10,9,9,10,9,91
Mi Casa su Casa!,Entire home/apt,Entire home/apt,Real Bed,3,1125,28,2,1,1,1,80,0,40,2,Paul,"New York, New York, United States",80,1,"New York, NY, United States",Manhattan,Washington Heights,New York,United States,US,-73.93822,40.84102,0,3,20,32,10,10,10,10,10,10,97
Chic & Sleek Mid-Century Styled Apt,Entire home/apt,Entire home/apt,Real Bed,3,1125,6,3,1,1,1,100,250,35,2,Nina,"New York, New York, United States",67,1,"Brooklyn, NY, United States",Crown Heights,Crown Heights,New York,United States,US,-73.95103,40.66589,0,0,0,126,8,9,9,9,7,9,80
Cozy And Quiet Getaway (Queen Size Bed),Private room,Private room,Real Bed,4,90,22,1,1,1,1,34,100,10,1,Simranjeet,"Staten Island, New York, United States",100,7,"Staten Island, NY, United States",Staten Island,Concord,New York,United States,US,-74.0888,40.60609,4,23,53,328,10,9,10,10,9,9,94
1 Bedroom for rent at Le Gleneagles - 983,Entire home/apt,Entire home/apt,Real Bed,180,1125,0,2,1,1,1,89,1000,87,2,Simplissimmo,"Montreal, Quebec, Canada",99,73,"Montréal, Québec, Canada",Westmount,Ville-Marie,Montreal,Canada,CA,-73.59338,45.49621,0,0,0,100,0,0,0,0,0,0,0
Goabio apartment 2B riverview,Entire home/apt,Entire home/apt,Real Bed,2,31,71,4,1,3,1,60,0,18,2,Miguel,"Matosinhos, Porto District, Portugal",100,5,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,-8.61793,41.14093,14,38,60,308,10,10,10,10,10,9,93
"Center of Istanbul, comfortable for family house",Entire home/apt,Entire home/apt,Real Bed,2,7,1,3,1,1,1,200,700,200,1,Erdem,"Istanbul, Turkey",0,1,"Şişli, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,29.01145,41.06423,30,60,90,180,10,10,10,10,10,10,100
"Apto. 2 quartos em Copacabana Aluguel 2.500,00",Entire home/apt,Entire home/apt,Real Bed,1,1125,0,4,3,1,2,86,0,0,1,Sergio Henrique De Almeida,BR,0,1,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,-43.18121332876767,-22.964553213888866,30,60,90,365,0,0,0,0,0,0,0
ROOM SWEET ROOM. only 25 min from the center.,Private room,Private room,Real Bed,1,1125,61,2,1,1,1,23,0,8,1,Maria Victoria,"Barcelona, Catalonia, Spain",100,1,"Barcelona, Catalunya, Spain",Horta-Guinardó,el Carmel,Barcelona,Spain,ES,2.1527,41.4258,0,0,0,0,10,9,10,10,9,10,94
Beautiful Apartment+Garden In Brooklyn,Entire home/apt,Entire home/apt,Real Bed,3,1125,7,4,2,2,1,170,350,60,2,Matan,"New York, New York, United States",0,1,"Brooklyn, NY, United States",Brooklyn,Greenpoint,New York,United States,US,-73.95604,40.73599,4,4,4,4,10,9,10,10,10,10,97
Location + Value in the heart of Lahaina + Free Parking and WiFi + Free Activities,Entire home/apt,Entire home/apt,Real Bed,3,365,5,4,1,1,1,125,0,290,4,ITrip Vacations - Maui,"Hawaii, United States",95,68,"Lahaina, HI, United States",Lahaina,Lahaina,Maui,United States,US,-156.676,20.87562,1,22,43,252,10,10,10,10,10,10,100
"Appart d'artiste coquet, chaleureux et lumineux",Entire home/apt,Entire home/apt,Real Bed,1,1125,53,3,1,2,1,119,500,40,2,Sarah,"Montreal, Quebec, Canada",100,2,"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,-73.59591,45.52441,0,0,0,0,10,10,10,10,10,10,97
Charming Townhouse duplex in Chelsea,Entire home/apt,Entire home/apt,Real Bed,3,1125,1,3,3,2,2,500,1500,200,1,Eli,"New York, New York, United States",0,1,"New York, NY, United States",Chelsea,Chelsea,New York,United States,US,-74.00263,40.74637,0,0,0,0,10,10,10,10,10,10,80
Waikiki Ocean View! Great Location! Free Parking,Entire home/apt,Entire home/apt,Real Bed,2,1125,51,3,1,2,1,120,0,50,2,Brandon,"Honolulu, Hawaii, United States",100,6,"Honolulu, HI, United States",Oʻahu,Primary Urban Center,Oahu,United States,US,-157.83856,21.28751,4,21,39,39,9,9,9,9,10,9,89
"In Sisli. Walking distance to Taksim,Nişantaşı.",Private room,Private room,Real Bed,1,30,1,1,1,1,1,142,0,30,1,Gokce,"Istanbul, Istanbul, Turkey",0,1,"Şişli, İstanbul, Turkey",Taksim,Sisli,Istanbul,Turkey,TR,28.98476,41.04177,30,60,90,365,0,0,0,0,0,0,0
"Ocean Front Ecstasy! Homey w/Tile Floor, Full Kitchen, WiFi, Flat Screen–Paki Maui 409",Entire home/apt,Entire home/apt,Real Bed,2,21,7,4,1,1,1,377,0,120,1,Castle Paki Maui,"Kaanapali, Hawaii, United States",94,23,"LAHAINA, HI, United States",Westside,Lahaina,Maui,United States,US,-156.68747,20.95283,13,22,31,216,9,9,9,9,10,9,86
"Beachside room not far from the airport,",Private room,Private room,Real Bed,1,15,16,2,1,1,1,73,0,25,1,Fiona,"Sydney, New South Wales, Australia",0,1,"Malabar, NSW, Australia",Malabar,Randwick,Sydney,Australia,AU,151.24997,-33.9661,0,0,0,151,10,10,10,10,10,10,99
Private room,Private room,Private room,Real Bed,1,1125,0,2,1,1,1,78,100,40,1,Guilherme,"Porto, Porto District, Portugal",0,1,"Porto, Porto, Portugal",,"Canedo, Vale e Vila Maior",Porto,Portugal,PT,-8.4022,41.00962,30,60,90,90,0,0,0,0,0,0,0
Atico en Paseo de Gracia,Entire home/apt,Entire home/apt,Real Bed,4,1125,35,4,1,4,1,106,0,50,1,Llorens,"Olesa de Montserrat, Catalonia, Spain",98,5,"Barcelona, Catalunya, Spain",Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,2.16073,41.39542,2,5,17,56,8,9,9,9,10,8,85
Beautiful 4 level terrace in the heart of Sydney!,Entire home/apt,Entire home/apt,Real Bed,4,21,3,7,3,3,2,274,0,80,1,Jaime,"Sydney, New South Wales, Australia",0,2,"Chippendale, NSW, Australia",Chippendale,Sydney,Sydney,Australia,AU,151.19858,-33.88672,0,0,0,0,10,9,9,10,10,9,87
IDEALLY LOCATED COZY COTTAGE,Entire home/apt,Entire home/apt,Real Bed,1,29,232,2,0,1,1,95,100,15,2,Luis,"New York, New York, United States",100,2,"Bronx, NY, United States",Throgs Neck,Throgs Neck,New York,United States,US,-73.82511,40.83051,23,50,78,352,10,10,10,10,10,10,97
MongkoK MTR:Family Hotel for 4 ppl,Private room,Private room,Real Bed,1,1125,28,4,1,2,1,447,0,0,1,Selena,"Kowloon, Hong Kong",100,42,"Hong Kong, Kowloon, Hong Kong",Mong Kok,Yau Tsim Mong,Hong Kong,Hong Kong,HK,114.16977,22.32245,21,51,81,160,9,9,9,9,9,9,83
Huge Brooklyn Loft in the Heart of Williamsburg!,Entire home/apt,Entire home/apt,Real Bed,6,1125,1,4,2,3,1,250,500,50,4,Marie-Louise,"Copenhagen, Denmark",0,1,"Brooklyn, NY, United States",Brooklyn,Williamsburg,New York,United States,US,-73.96253,40.71876,0,0,0,0,10,10,10,10,10,10,100
Kolea Resort at Waikoloa Beach,Entire home/apt,Entire home/apt,Real Bed,4,60,6,9,3,5,3,500,0,0,1,Gayle,"Palo Alto, California, United States",100,6,"Waikoloa Village, HI, United States",Island of Hawaiʻi,South Kohala,The Big Island,United States,US,-155.88843,19.91954,3,6,17,169,10,9,10,10,10,10,100
Worm modern and comfy place in the heart of Sydney,Private room,Private room,Real Bed,30,30,0,2,1,1,1,999,0,0,1,Maria & Emanuel,AU,0,1,"Beaconsfield, NSW, Australia",Beaconsfield,Sydney,Sydney,Australia,AU,151.19946,-33.914,0,0,0,0,0,0,0,0,0,0,0
HAVEN 249 Boavista2,Entire home/apt,Entire home/apt,Real Bed,1,1125,83,2,1,1,1,25,0,10,2,Vasco Santos,"Porto, Porto District, Portugal",99,6,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,-8.62821,41.15725,11,20,20,20,10,10,9,10,9,9,94
LUX SUIT FLATS WITH SWIMMING POOL,Entire home/apt,Entire home/apt,Real Bed,1,1125,10,3,1,2,1,348,0,0,1,Güneş,TR,94,13,"Beylikdüzü Osb, İstanbul, Turkey",,Esenyurt,Istanbul,Turkey,TR,28.65576,41.0099,30,60,90,365,10,10,10,10,10,9,98
Sagrada Familia - Comfortable and cosy double room,Private room,Private room,Real Bed,4,15,3,2,1,1,1,60,0,0,1,France,"El Ripollès, Catalunya, Spain",0,2,"Barcelona, Catalunya, Spain",Gràcia,el Camp d'en Grassot i Gràcia Nova,Barcelona,Spain,ES,2.16472,41.40411,0,0,0,0,10,10,10,9,10,10,100
Executive studio in the heart of Manhattan,Entire home/apt,Entire home/apt,Real Bed,8,1125,5,3,0,1,1,169,500,0,2,Roxana,"New York, New York, United States",100,1,"New York, NY, United States",Manhattan,Midtown,New York,United States,US,-73.96798,40.75568,0,0,5,20,10,8,10,10,10,10,92
22 Oporto Guesthouse Cordoaria,Private room,Private room,Real Bed,2,30,1,2,1,1,1,98,500,0,1,Fernando,PT,100,5,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,-8.60886,41.15864,29,59,89,357,10,10,10,10,10,10,100
SPACIOUS APARTMENT DOWNTOWN WITH ROOFTOP,Entire home/apt,Entire home/apt,Real Bed,2,1125,57,4,1,2,1,50,500,60,1,Ali,CA,100,1,"Montréal, Québec, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,-73.58287,45.49537,13,35,61,327,9,8,9,9,9,9,87
"BEAUTIFUL Kihei Get-a-way, warm & relaxing",Private room,Private room,Real Bed,2,120,30,4,1,1,1,135,1000,135,4,Sandi,"Johnstown, Colorado, United States",100,1,"Kihei, HI, United States",Maui,Kihei-Makena,Maui,United States,US,-156.45589,20.74791,1,6,24,204,10,10,10,9,10,10,97
"Sheepshead Bay, 1-bdr apartment. Close to all!",Entire home/apt,Entire home/apt,Real Bed,2,1125,37,4,1,2,1,130,0,50,1,Svetlana,"New York, New York, United States",75,1,"Brooklyn , NY, United States",Sheepshead Bay,Sheepshead Bay,New York,United States,US,-73.95709,40.58745,10,40,70,160,10,9,10,10,10,9,94
"Modern, elegant 2 BDR Condo, Excellent Location!",Entire home/apt,Entire home/apt,Real Bed,1,180,16,4,2,2,1,95,300,30,4,A J,"Montreal, Quebec, Canada",100,1,"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,-73.59495,45.53024,0,0,0,96,10,10,10,10,10,10,99
Home Sweet Home ❤️of Downtown BreakfastBuffet&Spa,Entire home/apt,Entire home/apt,Real Bed,1,1125,104,4,1,2,1,34,150,40,2,Sarah,"Montreal, Quebec, Canada",100,2,"Montréal, Québec, Canada",Downtown Montreal,Le Sud-Ouest,Montreal,Canada,CA,-73.57464,45.49069,21,46,71,332,10,9,10,10,10,10,96
"Modern Apartment in Kennedy Town, super convenient",Entire home/apt,Entire home/apt,Real Bed,3,1125,6,2,1,1,1,801,0,250,1,Stella,"Hong Kong, Hong Kong",0,1,"Hong Kong, Hong Kong Island, Hong Kong",Kennedy Town,Central & Western,Hong Kong,Hong Kong,HK,114.12722,22.28271,0,0,0,0,9,8,9,10,9,9,92
The Porto Concierge - Belvedere First,Entire home/apt,Entire home/apt,Real Bed,2,1125,121,4,2,2,1,60,0,15,2,José,PT,100,5,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,-8.61725,41.1519,13,43,73,341,9,9,9,9,10,9,89
Large room in a centennial house,Private room,Private room,Real Bed,2,1125,10,4,1,2,1,119,0,0,1,Elmiro,"Rio de Janeiro, Rio de Janeiro, Brazil",100,4,"Rio, Rio de Janeiro, Brazil",Santa Teresa,Santa Teresa,Rio De Janeiro,Brazil,BR,-43.18978902444573,-22.918187895407428,25,55,85,360,10,10,10,10,9,9,100
Central location,Entire home/apt,Entire home/apt,Real Bed,30,181,0,5,4,5,1,221,0,0,1,Elif,TR,0,1,"Şişli, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,28.98612,41.05292,30,60,90,365,0,0,0,0,0,0,0
kiralık oda,Private room,Private room,Real Bed,7,10,0,3,0,1,1,47,0,50,3,Can,TR,0,1,"Kadıköy, İstanbul, Turkey",Kadıköy,Kadikoy,Istanbul,Turkey,TR,29.05299,40.98823,30,60,90,365,0,0,0,0,0,0,0
